Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
64190.0,0.116427,0.712266,0.309231,-0.046072,-0.363509,-0.044862,1.785718,-1.185496,-1.075465,0.211276,-1.345988,-1.444448,2.407709,0.136541,0.496873,-0.129938,0.879854,0.269569,-1.001789,0.397555,-0.660069,-0.355469,-0.63331,-1.601157,0.680135,-1.44454,0.033848,-2.359128,54.11,0
64196.0,0.999337,0.091034,-0.248019,-0.054565,0.298272,0.534967,0.801738,1.135282,1.911424,0.200956,-0.728274,0.071725,-2.280722,-1.271703,0.212995,-0.544296,0.558006,-0.176407,0.112939,-0.375613,0.418903,-0.575718,-1.344115,1.023216,0.53139,0.541771,1.788897,-1.148313,106.22,0
64203.0,0.918895,0.197523,-1.591116,0.240897,0.640007,-1.05976,-0.561673,-0.407246,-0.966816,0.827596,1.586005,-0.513585,-0.169457,0.270053,1.101379,-1.535356,0.195433,-0.691161,-0.014692,-0.165521,0.748737,0.302089,-0.464532,-0.266018,0.424508,-0.967639,0.815587,-1.651768,6.92,0
64232.0,2.324715,1.462855,0.09643,0.503012,-0.374664,-0.17086,0.398178,-0.163413,-0.460787,0.81323,-0.276698,0.054518,-0.197539,0.039777,0.017823,-1.160306,-2.251101,-0.422921,0.716921,0.760305,0.092648,-1.0185,-1.65974,0.45298,1.254627,0.07801,1.640883,0.723281,58.11,0
64282.0,-0.239647,-1.180028,-0.649005,-2.251736,0.372835,0.25848,0.835971,-0.212478,-0.607584,0.049745,-0.359544,0.752746,1.33271,-0.604554,1.451123,1.22133,-0.370912,0.210588,-0.408752,-0.291279,-0.937725,-0.997289,0.191164,-0.9005,-0.939837,1.002383,0.954808,0.133631,44.9,0
64295.0,-0.40297,1.375288,-1.160221,0.199891,-1.50171,-0.736354,-0.662497,0.60107,-0.657898,-0.323059,-0.481036,-0.168118,0.135446,-0.250365,0.604579,1.625261,1.265862,1.959442,-0.469279,0.560737,0.091873,1.921999,0.628464,0.604955,0.316701,-0.23359,2.266543,-1.179801,71.49,0
64308.0,-0.135331,0.909282,-0.674844,-0.251476,0.993515,-0.197184,-1.134145,1.799011,0.012357,-0.351931,1.246073,-0.914987,-1.379842,-0.184065,0.207162,-1.545197,-0.491055,0.115495,-0.442186,-0.794404,-0.924377,-0.160732,0.410137,-0.202029,-1.319129,-0.593622,0.593369,0.021636,17.99,0
64327.0,-1.585448,2.01238,0.735533,0.771239,-0.487633,0.147323,-0.479574,0.557838,0.512343,-1.945104,1.283072,0.743534,0.684148,-0.699314,0.324342,-1.792593,0.567383,-0.107843,0.648902,-1.306978,-0.736194,-0.329051,0.109768,0.355626,1.508656,-0.334751,-0.597482,1.338825,76.99,0
64403.0,-0.590337,0.675213,-0.9674,-0.749249,1.608683,0.865034,0.504097,1.144884,0.260288,-0.334799,-0.437297,0.432868,-0.143527,-0.328448,1.699625,0.652826,-0.886103,1.555357,-0.72965,-0.11603,0.027976,0.853801,0.842353,-1.122513,0.630501,-0.687725,0.295139,-1.219153,64.01,0
64433.0,0.758301,-0.811864,0.596675,-0.084444,0.871849,0.116475,0.307211,-0.666229,0.147364,-1.813507,0.803227,2.125773,0.161454,0.975334,-0.788277,0.698947,0.405279,0.605924,0.444236,0.029258,-0.220813,-0.492147,1.569689,0.185405,-0.220316,1.309355,0.652917,0.68729,16.44,0
64436.0,0.295022,1.59233,-0.403087,-0.575925,-0.873418,0.213873,0.544758,-0.842768,0.723138,0.343297,1.353576,1.743991,-0.611654,-0.512901,-1.123977,-0.189807,-1.964793,-1.055065,0.828764,0.725621,0.858747,0.274298,0.497634,0.955683,-0.40454,0.586962,0.925688,0.337797,5.63,0
64444.0,-0.044045,1.093796,-2.255786,-2.712084,-0.318752,-1.564699,1.755537,1.824116,0.202046,-1.829605,-1.144292,-0.855211,-0.182565,-2.079611,1.53447,-0.275105,-0.442897,0.39345,-0.182542,-1.534482,1.341626,-0.737857,-0.415694,1.121008,-1.444173,-0.470078,1.204046,0.072681,54.97,0
64457.0,-1.067451,-0.394825,-0.721989,-1.63925,-1.56177,-0.221616,-2.036268,-0.964285,-1.418823,-0.343945,0.453814,-0.596149,-0.17177,0.95696,-1.050849,-0.037671,1.135367,1.599967,1.159056,-0.839481,-0.788503,0.67681,0.890975,0.827898,-2.058524,-1.670609,1.139838,0.252842,148.18,0
64460.0,0.135507,-0.448327,-0.897443,-0.15759,-0.795002,-0.270299,2.246943,0.220523,-0.693311,-0.619411,-0.138947,-1.856117,0.542158,1.717401,0.4717,-0.641955,-0.610938,-0.193925,0.093126,-0.078507,0.305427,-0.254023,1.013601,-2.026848,-1.249314,1.024652,-0.405973,0.01247,14.4,0
64465.0,-0.46447,-1.448792,0.289848,0.099855,2.814578,0.0994,1.313215,-0.079088,1.328028,-0.708638,-1.163618,-1.2514,-0.664063,-0.464006,-1.107823,0.836171,-3.09072,0.557153,-0.318044,1.584528,-0.161338,-0.167488,1.066551,-1.061121,-0.067409,0.862512,0.146152,1.113166,3.65,0
64501.0,-0.631498,-0.631568,0.73214,-0.822619,-0.728279,-0.024715,0.461902,0.930028,-0.048385,0.552368,1.514981,0.950848,-0.218275,0.456539,1.835012,0.694433,-0.177607,2.058068,1.367118,1.225488,-0.360436,-0.799722,1.237346,-0.782225,-1.548156,0.638252,1.625691,-1.396843,31.14,0
64521.0,1.629683,-0.746228,0.448802,1.179408,-0.040279,0.698758,-0.307143,1.015306,1.488085,-0.221676,-0.593174,-0.465137,0.486187,-1.121192,0.583761,0.163732,0.407631,0.019118,0.713423,-0.873752,-2.614481,0.682221,-1.297934,0.219195,-1.095033,0.90904,-0.712806,-0.724445,18.73,0
64525.0,0.81179,0.590129,0.708278,-1.014215,-1.061525,0.649104,-0.295763,-1.208071,0.141945,2.45714,-0.408488,-0.837386,-0.529354,-0.777756,1.042556,1.725517,0.500601,0.336729,-0.013138,1.853422,1.003882,1.66253,-1.47061,1.454284,0.693276,1.272922,1.715973,-0.821858,101.79,0
64531.0,0.347503,-1.053467,1.544419,-0.894574,-1.717481,-1.027913,-0.640235,-0.863838,0.151102,0.859684,-1.317489,1.247097,0.331603,1.197261,0.227106,1.12475,-1.13036,0.080111,-0.718442,0.643253,0.562851,0.846718,0.688993,0.838072,0.254692,-0.422014,1.100701,-0.766551,27.8,0
64557.0,-0.426751,0.722368,-0.120754,-0.348747,1.35652,-2.651912,0.889642,-2.108186,-0.016342,0.949504,0.556285,-0.64781,0.469386,-0.77795,-1.301994,-0.937741,-0.939973,0.654444,2.694193,0.360155,-0.512914,-1.29676,-0.674055,-1.14484,-1.064937,-0.66302,-0.143489,-0.938967,164.53,0
64561.0,1.168419,1.262322,-0.100892,-1.980544,0.313335,0.74702,-1.001268,-1.375481,1.59916,-0.762437,-0.61224,-0.880265,-0.741056,-0.528618,-0.143917,-1.193107,-2.483683,0.285001,-0.670391,-1.365598,0.003751,-0.082815,1.010528,-2.571585,-0.114902,-0.50911,-1.054069,0.807192,42.91,0
64578.0,0.245278,-0.092149,-0.881627,0.872587,-1.87367,0.974161,-0.885652,-0.362381,1.305046,1.254753,0.308191,0.319842,-0.287285,0.934261,0.524368,0.668295,-1.020478,0.165919,-0.138411,-0.799983,-0.016018,1.458189,0.511148,-0.125053,-0.392928,-0.417277,0.159885,-0.045204,36.31,0
64602.0,1.101297,-0.435504,1.033421,-0.474947,1.073591,2.217153,2.270936,1.228278,2.161014,-0.959282,-0.907345,0.15624,0.627055,-0.053442,0.140185,0.962986,-0.171539,-0.557024,0.52036,0.341906,-0.427875,-0.43265,0.618422,-0.673166,-1.420285,-1.340394,-1.216023,-1.195883,35.95,0
64609.0,0.415739,-0.326674,0.615104,0.149692,-0.040267,0.189428,0.748163,-0.709588,0.519928,0.361988,1.019731,-2.025132,0.60824,0.498283,-0.71143,-0.521495,-0.737583,-0.362574,0.72363,-0.521387,1.578732,-1.028994,-1.922099,-1.05825,-0.19166,0.237462,0.351692,-1.161903,23.56,0
64614.0,-0.101575,-0.382598,1.298901,-0.505919,0.427542,0.186002,1.374262,0.497398,-1.064053,2.05086,0.20996,1.421621,0.367552,0.05974,0.205612,-1.825168,-1.06518,0.364448,1.730044,-0.973957,0.649128,1.016597,0.596352,-0.517022,0.278444,-1.86428,2.036207,2.315858,9.85,0
64615.0,0.203323,-0.133249,0.328132,1.599455,0.166923,-0.716647,0.583652,0.246133,0.174391,0.411045,-0.697394,-0.746503,-1.912569,-0.329489,-0.441348,-0.543165,0.907275,1.706173,-1.255674,1.1537,-0.614269,-0.227489,-0.612823,-0.802937,1.25892,-0.79934,1.380271,0.577522,7.77,0
64628.0,0.524365,-0.790269,2.207483,0.021748,-0.880396,-0.274947,-0.289698,-0.115499,0.22591,-0.26668,-1.054469,-1.228824,0.075755,-2.299532,1.850583,-0.270781,0.808716,-0.23992,1.344185,-0.800378,1.968248,0.024015,-1.479063,-0.730958,0.200408,-0.526283,1.126843,-1.139533,25.38,0
64635.0,-1.03006,-0.921921,0.171324,0.50922,-1.205969,0.748508,0.712731,0.0012,-0.955965,0.293627,-0.682559,0.330741,-0.682711,-0.62346,-1.377644,0.38613,-0.246006,0.784686,1.578585,-0.577498,-1.259039,0.445931,1.345253,-0.947853,-0.865946,-0.34694,1.583046,-0.71258,12.72,0
64643.0,0.564205,-0.158117,1.265367,0.392814,0.721844,-0.18241,-0.907136,0.56856,0.652671,-0.61764,-0.218645,0.516774,-1.805179,-0.409088,0.069862,-0.129249,0.466177,-1.967836,0.026262,-1.470418,0.753145,-0.305725,-0.969658,-1.279483,0.598084,-0.018826,0.558257,-0.290097,39.25,0
64659.0,-1.925757,1.376186,0.508811,0.902019,-1.582294,2.7017,0.794809,2.443588,0.052039,0.352454,0.422972,-1.317691,0.419069,0.23369,0.094927,-0.177424,-0.061351,1.569225,-0.437092,-0.234491,0.661655,0.404663,0.365287,-0.089536,-1.117434,-1.21949,0.286466,-0.574707,39.66,0
64679.0,0.27473,0.055468,1.477392,-0.369977,0.672871,-1.190836,0.560607,0.780422,1.067277,-0.425902,0.869273,1.495583,-0.463007,0.246853,0.475766,-0.504293,-0.250561,-0.530071,0.247447,-0.660362,-0.978381,1.906984,0.528842,-1.040668,-1.18854,-2.321978,-0.967224,-1.253642,80.76,0
64691.0,-0.031563,-0.23091,-1.359239,0.811241,-1.344351,0.766346,-0.952547,0.924414,-0.731666,-0.736007,1.263002,-1.167488,1.161557,-0.323379,-0.834016,0.110693,0.433012,-1.108627,-0.038671,0.285591,-1.101969,0.770878,0.742997,0.284651,0.28523,0.114999,-0.613244,0.130949,109.82,0
64707.0,1.667773,-2.929263,-1.0059,-0.78795,-0.974407,-1.154159,0.129895,1.208785,-0.366392,1.606803,1.859941,0.825088,-0.417689,-1.361714,0.196518,0.688759,0.457944,1.631662,2.328222,1.09082,0.05991,-0.621565,-0.847151,1.108042,-0.511603,-0.465998,-0.492892,0.331421,3.2,0
64722.0,-0.673025,1.466634,-1.311181,1.419717,-0.871813,-1.302253,0.371777,0.625166,0.232115,0.228878,0.43571,-0.053309,-0.812617,-1.070921,0.383571,0.51367,0.861361,-0.665889,1.092784,1.873531,-0.051492,-1.500473,-1.157301,-0.570925,-2.013803,0.105273,0.398428,0.331869,8.59,0
64766.0,-1.424526,-1.963829,0.686564,2.175211,1.419331,-0.028349,-0.874821,-0.569899,0.502652,-0.572855,-0.352726,-0.061976,1.173522,1.318378,1.453437,-1.284227,-0.275852,0.401697,-0.552949,-0.590748,1.549766,2.373218,-0.902976,-0.839404,-1.112094,-0.307401,1.718973,-0.682263,20.18,0
64815.0,0.198412,2.438768,0.407271,0.960363,-0.539271,-0.253327,0.637866,1.060709,-1.478443,0.280893,-0.380089,-1.631341,-0.487254,0.406012,0.151951,0.97784,0.544997,-0.916259,-0.723772,1.017709,0.688601,0.884529,-0.299212,1.627141,0.007894,2.72973,0.167483,0.391542,15.72,0
64820.0,1.428395,-0.868569,0.049985,-0.869455,0.133722,-1.457019,1.392301,0.835897,-0.252359,0.536474,0.491437,0.738178,-0.911141,0.580877,-0.930464,1.041165,0.481961,-0.467678,1.45686,1.421633,-0.637736,-1.015152,-0.895891,0.175498,-0.566035,0.20287,1.092272,1.752752,17.64,0
64840.0,-1.492139,-2.375356,-0.273767,-1.200302,-0.651095,-0.172416,0.813697,0.080978,-0.591062,0.232572,-0.052919,-0.323117,-0.992896,-0.394517,0.569599,0.587121,-1.056653,-0.342113,-0.940238,0.843001,0.066065,-0.869956,-0.439407,-2.299622,-0.420639,0.396918,0.44438,-0.584178,46.89,0
64848.0,-0.075534,0.481987,0.949597,-0.24411,0.73857,-0.997297,0.471676,0.258336,-1.784866,-0.111958,1.286831,-1.13581,0.250822,0.726426,0.955034,0.27963,-0.442883,0.862399,-0.036922,-1.246349,-0.157552,-1.76462,0.128866,-0.103188,-1.165122,2.351812,-1.124685,0.336933,233.86,0
64897.0,-0.087386,-0.570962,-0.369157,-0.730886,0.371732,1.543392,1.849896,0.627393,-0.719545,0.454704,0.135672,0.408312,-1.368136,-1.653384,1.233572,-0.098235,-0.383445,0.192301,-1.461542,1.543061,-1.266306,-1.656776,1.289012,2.82249,-1.104494,0.4413,3.060717,-1.695157,200.44,0
64897.0,0.109169,1.05526,-0.528438,1.321905,0.624247,-1.076644,-1.280163,-0.652229,-0.466486,0.050301,1.940776,-0.538694,0.120777,1.80308,0.982861,0.045202,-0.245741,-1.600158,-0.242866,2.315156,-0.699477,1.059714,-0.688618,0.827397,1.030196,-0.53475,-0.64286,0.63182,38.27,0
64905.0,0.724128,0.871056,0.027898,-1.073406,-0.097134,-1.094068,0.564308,-1.077168,-0.801257,-0.175373,1.360375,-1.215391,-0.678702,-0.505458,0.433397,-0.91879,-1.240486,-0.795759,0.349541,-1.62383,1.043953,0.722739,0.665529,0.417994,0.085139,-0.817155,-0.456878,-0.490955,3.41,0
65020.0,-1.467389,1.437256,-1.241864,-0.489243,-0.331133,0.31448,-0.447985,-0.723153,0.962394,3.272847,2.120334,0.077888,-1.685289,-1.739902,0.961743,0.046319,0.157494,0.295341,-0.696395,-0.014257,0.53481,1.617354,1.659468,0.722504,-0.467911,0.201745,1.228784,1.876561,10.58,0
65021.0,1.307931,-0.520974,1.176057,-0.586079,1.084549,1.295186,0.828224,-0.56256,-1.057299,-0.30933,0.606109,-0.811788,-1.779586,1.44907,-1.271624,0.210425,0.375873,-0.788177,-0.177199,1.5664,-1.723512,1.094804,0.038098,-0.809825,0.380683,-0.431276,0.141437,0.784043,175.77,0
65035.0,0.866695,-0.423939,0.790599,2.010676,-1.198944,-0.818996,-1.478843,1.764043,0.018156,-0.190465,0.580422,0.912854,0.203614,1.385297,-0.119289,-1.198626,1.492055,-0.1949,-1.672914,-2.986037,-1.507143,-0.660457,0.003705,0.289175,-1.534267,-0.34569,-0.671659,0.388003,1.78,0
65054.0,0.817809,1.572878,1.358815,-1.377435,0.159867,-0.274689,-0.174899,-0.09411,1.59087,0.696313,0.043854,0.140035,-1.226661,0.632324,-0.263784,-0.79982,-1.307506,1.909188,-0.493563,0.876881,0.324082,1.241575,-1.616132,1.307,1.511221,-0.974691,0.783446,-0.956786,30.97,0
65066.0,-0.338907,-1.015607,0.534526,-0.323963,-0.0255,-1.033863,0.895774,-0.254403,0.101986,-0.56052,-1.734332,-0.941917,-0.246253,-0.183923,1.493317,1.537502,0.674782,1.971065,-0.491891,0.678491,0.346097,0.424093,-0.935553,0.078449,-0.421104,-1.091431,0.511099,-1.721475,13.71,0
65100.0,1.242646,0.06165,-1.141946,-0.325228,-0.029666,1.073357,1.354095,-0.185761,-0.081246,1.889119,-1.595475,-1.458595,1.442031,-0.217114,0.676787,1.424161,-1.910422,1.29833,0.75109,-1.477162,-0.523408,0.038679,0.652784,-1.035638,0.777397,0.089536,-0.843032,-0.535473,31.18,0
65100.0,0.488719,-0.616443,-0.339172,-0.360982,-1.639927,-0.532684,-0.237949,0.010077,0.699084,-0.922708,0.928064,-0.387281,-0.080899,-1.617835,-1.058626,0.920893,-0.957394,-1.031781,0.058266,0.673457,-0.149122,-1.954725,-1.392683,1.335663,0.633995,-1.621352,-0.283195,1.79709,160.05,0
65103.0,-0.006814,-0.725766,-1.442597,-3.170933,0.791645,2.075007,1.300801,0.452893,-0.105156,-2.981662,-0.248326,-4.866535,0.859959,-1.933798,-0.114851,-1.41972,-1.574532,-0.255837,0.440776,-0.040369,1.011843,-2.2701,0.240194,0.866131,0.204542,-0.027138,1.367023,-1.18294,185.16,1
65106.0,-1.241543,-0.001096,0.775792,0.295836,1.243356,1.660039,-0.461323,0.640832,0.695431,0.624502,-0.504026,-0.471713,-0.101145,1.018626,-1.612267,0.547324,-0.925733,0.61172,-0.379615,0.667274,1.092014,-2.693724,-0.800947,-0.001546,-0.521618,-1.681149,0.099412,-1.383109,216.41,0
65131.0,1.261316,-0.494906,-0.4792,1.113586,-1.265196,-1.232927,-0.093493,0.424747,-0.757277,-1.874425,-0.108843,-0.140548,-0.416791,0.002125,0.909832,-0.047654,0.332114,0.335502,0.204712,-0.412564,0.195558,1.053478,-0.712263,-1.43226,0.637209,-0.708273,0.538334,-1.540668,12.99,0
65145.0,-0.706187,0.259555,-0.385294,0.401149,0.748697,-0.217522,-0.222393,-0.343495,-0.34953,0.824505,0.413871,-0.549486,1.375983,1.557301,-0.026916,-1.124644,-0.550748,-0.240559,0.248428,1.559525,1.489381,0.2781,-2.789319,-1.259283,-1.362812,1.232581,-1.114752,-1.844754,2.46,0
65171.0,1.775848,-0.476091,0.131814,0.299057,0.668691,-1.64558,-1.34305,1.433773,-1.081526,-0.17222,1.744508,1.618607,0.512292,-0.60091,0.334465,-1.060098,0.676927,0.662362,-1.259871,2.953387,0.673544,-0.668154,1.529833,0.047376,-0.098253,-0.621633,0.91877,1.504193,18.78,0
65181.0,-0.166514,0.154806,-0.756387,-0.309554,0.676016,0.99057,-0.147074,-0.190978,-0.03399,-0.599707,0.809933,0.298844,0.494301,-1.04319,0.988496,-0.681931,-0.385549,-0.874281,-0.593688,-0.146566,-0.260531,-0.570752,1.41461,0.828649,0.606722,1.174764,-0.395922,0.252862,34.9,0
65194.0,0.008946,-1.901185,0.739649,-0.353951,0.10988,-0.653668,-0.057211,2.510535,-2.484481,0.920212,2.038155,-1.901895,-0.663236,0.568912,-0.409689,-0.618418,0.694006,-2.437358,0.759588,0.802978,1.111017,0.516253,0.872626,0.010827,-1.760879,-0.477037,-0.219028,-0.251335,60.78,0
65213.0,-0.725107,-0.495401,0.660161,0.252182,-0.874552,0.631099,0.174199,-1.508762,0.126688,0.550539,-0.870155,0.131603,-1.021814,-0.689752,0.316129,1.420024,0.491103,-0.800002,0.553954,-0.144181,1.042825,0.24848,-1.138404,0.000966,-0.038673,-1.883442,0.322469,2.368942,64.47,0
65227.0,-0.54495,-2.856727,-0.474781,2.349256,-1.06576,1.206293,-0.741664,0.303702,-0.066122,-0.942568,-0.964367,1.114939,1.328567,0.339137,-0.886583,-0.0999,-0.214435,0.452729,-0.096547,-0.535079,-0.517634,-0.152445,1.474744,1.78788,0.481486,0.25445,-0.805722,-0.280366,32.42,0
65290.0,0.034707,0.97004,-0.220278,-0.6882,-0.116883,0.997202,0.68241,0.327175,0.024694,-0.622908,-0.201105,-0.482822,-0.788855,-0.662793,-0.167002,0.464386,0.072201,-0.113489,0.363232,-1.122171,-2.02145,-1.402714,0.54977,1.73116,-0.309166,0.551407,-1.491936,-1.433211,42.2,0
65316.0,-0.015929,1.486658,0.05343,-1.548144,-0.477514,-1.303036,0.322491,-0.943847,1.068462,-0.966333,-0.924733,1.646112,-1.429354,1.192698,-0.902259,-1.025687,0.885141,0.033736,-1.06403,-0.5727,-1.601725,-1.498187,0.283649,-0.81281,1.388375,-0.804457,-1.164767,-0.228775,16.28,0
65321.0,-0.576771,-0.469219,-0.968162,0.132507,-0.277847,1.10451,2.066722,-0.677326,-0.170476,2.409358,-1.723369,1.508821,0.682729,-1.762333,-0.576719,1.894511,0.416182,-0.632507,-1.046887,-1.745762,0.261427,1.134357,0.569496,-0.086805,0.339972,-0.278202,0.55099,-1.60955,70.65,0
65353.0,-1.303801,-0.725271,-1.480799,1.574835,-0.416849,-0.092896,0.872015,-0.708839,-1.562119,-0.865164,-0.568289,0.229513,-0.980751,-0.163629,0.044266,-0.271814,1.573342,0.35323,0.147577,1.135864,0.453915,-2.406446,1.292248,-1.067797,0.0402,-1.021662,0.276747,-0.974201,18.23,0
65372.0,-0.007759,0.842037,-1.218754,-0.968114,-1.485756,1.535075,-0.247449,-0.271866,-0.969268,-0.683818,-2.031616,0.531263,-0.978124,-0.033504,0.321614,2.247141,-1.37053,0.068334,-0.447711,-2.063222,2.508208,-1.056223,0.043731,-0.057837,0.277453,3.79821,0.240428,-0.254482,105.22,0
65373.0,0.34966,0.040613,0.991049,1.045446,0.00731,0.585903,1.411525,-0.021532,0.960723,-0.322135,0.40992,-1.204839,-0.984853,1.521009,0.170197,-0.115737,1.291557,0.646825,-0.125748,-0.433928,0.604638,0.606548,0.304294,2.134816,-0.774466,0.388137,-0.263595,-0.559462,22.29,0
65383.0,-0.384197,0.309865,-0.750109,-0.770907,-2.165454,1.056157,0.324457,0.805811,-1.036682,0.271447,0.232016,0.20205,-0.445952,-0.89137,0.398466,-0.216826,-0.219598,-0.960162,-0.250939,1.238929,0.818301,0.154304,0.408864,-1.506804,1.924996,2.139901,-1.060434,-0.303946,17.38,0
65385.0,0.340185,0.445793,-0.581743,0.164903,0.489422,-1.070761,-0.315689,0.909809,1.181397,0.668752,0.680329,-0.216076,-0.236807,0.163637,-0.819428,-0.224579,0.076738,1.491166,1.979737,1.93026,-1.149596,1.419135,0.230544,-0.565451,-0.278224,-1.349112,-0.015016,0.806,54.98,0
65394.0,-1.147673,-0.827522,-0.259626,1.581718,-2.229125,0.567438,0.327541,0.531013,-2.167819,-0.792493,-0.539155,-1.56178,1.886665,0.661637,0.956943,0.748253,-1.603867,-1.614488,1.098439,-1.154377,0.377122,-1.060841,-0.876663,-0.112625,-1.205655,-2.363536,0.066685,2.460783,20.17,0
65400.0,0.68467,-1.215198,-0.6626,-0.200057,0.033182,-0.925313,1.215994,-0.652365,0.102197,1.692909,-0.199117,2.12896,0.412507,-0.53701,-0.287458,-0.619501,-1.548069,-3.691619,-0.925758,-2.156913,-1.037456,1.158086,-0.467739,1.625059,-0.574434,0.872444,-0.151673,-0.44433,41.55,0
65406.0,1.442735,2.19845,-0.430602,-1.119654,-0.050398,0.326831,0.589511,0.114514,-0.889193,2.034639,-0.891025,-0.185639,1.149679,-1.047085,-0.019976,0.58955,0.200685,0.465353,-0.263839,0.283471,-0.740482,-1.694653,-0.689726,0.017376,0.55842,1.242429,1.569702,-1.505896,10.14,0
65421.0,-1.029127,-0.471092,0.314992,-0.085687,0.702108,0.352304,0.702031,-1.463385,0.099363,0.18402,0.206263,-0.038043,1.622736,0.015288,-1.146528,-1.145022,-0.551478,-1.149949,1.738717,1.484992,-0.561606,0.422423,-0.327325,-0.233742,-0.670502,0.568907,-0.178089,-0.392254,8.0,0
65426.0,-0.415843,1.066645,-0.868799,-0.605042,-0.673239,0.727581,1.632706,-0.693708,1.445955,1.156523,-1.006785,0.218646,-1.11288,-0.348907,-1.440388,-0.435485,-0.276715,-0.971032,0.404912,1.132434,0.51429,-1.291246,1.226902,0.180784,-0.834327,-0.194172,1.26613,-0.028172,73.19,0
65429.0,-0.572621,-0.130594,-1.391907,-0.833085,0.608001,-0.17294,-0.379926,-0.04091,0.735587,2.631368,-2.939999,-0.077626,-0.354088,1.249167,-0.156604,-0.504146,-0.30345,1.406648,-1.807182,0.243192,0.385607,1.623402,-1.279647,-0.592399,0.451326,-0.401027,-1.64254,0.904605,12.36,0
65464.0,0.02011,-0.856333,-1.075554,0.30991,-1.286042,0.38776,2.966273,-1.219816,1.697852,1.230928,-0.585219,-0.335324,-0.508082,0.341372,0.05729,-0.386204,-0.706434,-0.733521,0.834306,-0.979372,-0.638559,0.756581,-0.424749,-0.720086,-0.405425,1.837392,-1.002235,1.200963,25.84,0
65468.0,-0.622903,0.374159,-0.54885,0.876151,-1.339631,-0.846764,-0.655229,0.282399,0.01307,-1.749567,-1.059254,1.704199,0.007628,-2.059205,0.600291,0.048119,0.323209,0.524803,-0.989512,0.410318,0.889846,-0.316324,1.213356,-1.735882,0.64821,-1.105376,-2.234681,-1.309908,47.71,0
65479.0,-1.85424,1.412427,-0.791408,0.434351,-0.599818,1.648968,-0.552408,0.264183,-0.817328,0.698807,-0.194142,0.54953,-1.559799,0.435477,0.067636,-1.670542,-2.075147,1.326921,0.483838,0.497851,1.54942,0.830726,1.330621,-1.133576,-0.002962,2.628311,0.639393,-3.036848,74.27,0
65480.0,0.21222,-0.601692,-0.926008,1.172716,-0.484338,0.281305,-0.746524,0.284636,0.643025,0.318606,-0.356894,0.314683,2.01291,0.916317,-0.307356,-1.0843,-1.765978,-1.641583,-1.699597,-1.627056,0.421183,0.9935,-0.495453,0.074077,0.729489,0.576119,0.442893,1.046901,20.19,0
65496.0,0.597485,-0.879374,0.286157,1.862533,-0.231158,0.713691,1.929046,-0.516205,-1.307171,-0.02749,-0.54897,0.061701,-1.226024,-1.161207,-0.168895,-0.475274,1.603739,-0.706469,-0.39415,0.484868,2.674916,-0.216509,0.984561,-0.419522,-1.30421,-0.795035,-0.303074,1.727387,3.78,0
65499.0,0.864574,0.768826,-0.435302,-3.317161,-0.914346,0.758108,1.006394,0.934877,-1.319816,-2.716117,2.064783,-2.360427,1.099442,-2.251066,0.869225,-0.399698,-1.258344,-0.105435,-0.101095,0.01575,-2.210877,-1.207495,1.154836,0.620697,0.554467,-1.328511,-0.517309,1.121467,0.68,1
65500.0,-1.434351,-0.716412,-1.505265,0.601014,-0.68879,1.24311,0.152522,0.392583,0.495131,1.50147,0.648841,1.138987,-0.614364,-0.70186,-1.512161,0.522251,-0.410986,-0.117432,0.019245,0.481134,-0.568093,0.333447,-1.220003,1.204139,-2.223354,-1.089535,0.665257,0.591667,43.35,0
65513.0,0.612875,-1.310245,-3.005929,1.36582,0.013449,0.601773,-0.882135,-0.035079,-1.611929,-0.294471,0.860482,-2.136917,2.180154,-1.370473,-0.622354,-0.348436,2.147986,-0.239033,0.606498,-1.162521,-0.544105,0.044116,-1.87163,-1.214935,-0.551374,0.484911,-0.043021,0.685396,21.49,0
65537.0,-0.887615,1.276591,0.675859,-0.362031,-0.494886,-0.501479,-0.927858,-0.527364,-0.096346,0.2184,0.846835,0.196285,-1.356615,-0.150972,0.690193,1.868021,-0.06014,-0.053569,-0.152292,0.23419,-0.789858,0.950995,0.246413,2.281647,-0.063942,0.80914,-0.437221,0.29401,14.38,0
65558.0,0.583617,1.834815,-0.382755,-0.41977,0.028508,-1.731507,0.850937,-0.058795,0.453545,-0.474817,-0.105545,0.626725,0.46806,-1.001682,0.858441,0.211721,-0.266442,-0.42326,0.584502,-1.067479,-1.148108,1.091415,0.282279,0.485758,-0.248389,0.549609,-0.701472,0.451808,55.46,0
65571.0,-1.086345,1.036358,0.946925,-0.309085,-0.469478,0.58319,-0.978154,-0.637712,1.156598,-0.268121,0.257594,-1.32891,0.515034,1.531914,0.270375,1.255017,-0.672962,2.196959,-0.078394,-0.95805,-1.643378,0.685098,1.163862,-1.751296,0.537968,-0.229068,1.072346,-0.742262,55.24,0
65586.0,0.68463,1.924074,-0.541974,-0.890047,1.924666,0.100506,-0.17336,-0.659084,1.191479,-0.213711,-0.177376,-0.507818,0.047164,0.352863,1.239774,-1.172347,-0.41308,1.77907,0.108783,0.634884,-0.318022,-0.29362,0.852394,-0.302651,0.682904,1.056327,-1.513469,0.074965,24.62,0
